chr	start	end	strand	gene_id	gene_name
chr11	7950420	7950672	-	ENSG00000289714.1	ENSG00000289714
chr11	7957537	7965447	-	ENSG00000182261.5	NLRP10
chr11	7970251	8001862	+	ENSG00000175390.15	EIF3F
chr11	7977481	7977708	+	ENSG00000254642.1	COX6CP5
chr11	8011278	8016520	-	ENSG00000255420.2	CASC23
chr11	8019244	8106243	+	ENSG00000166402.9	TUB
chr11	8035446	8039718	-	ENSG00000254921.1	ENSG00000254921
chr11	8060038	8069373	+	ENSG00000248332.6	TUB-AS1
chr11	8075573	8077781	-	ENSG00000279391.1	ENSG00000279391
chr11	8106056	8169055	-	ENSG00000166405.15	RIC3
chr11	8169167	8178903	+	ENSG00000246820.2	RIC3-DT
chr11	8224309	8268716	-	ENSG00000166407.14	LMO1
chr11	8391868	8594289	-	ENSG00000130413.16	STK33
chr11	8555016	8555146	+	ENSG00000252778.1	ENSG00000252778
chr11	8612037	8682694	-	ENSG00000166436.17	TRIM66
chr11	8679089	8680913	+	ENSG00000254900.1	ENSG00000254900
chr11	8682788	8714759	+	ENSG00000166441.13	RPL27A
chr11	8684227	8684356	+	ENSG00000200983.1	SNORA3A
chr11	8685439	8685569	+	ENSG00000212607.1	SNORA3B
chr11	8693351	8910951	-	ENSG00000166444.19	DENND2B
chr11	8693357	8696607	+	ENSG00000254665.1	ENSG00000254665
chr11	8768778	8810231	+	ENSG00000255159.1	ENSG00000255159
chr11	8845263	8845358	+	ENSG00000252905.1	RNA5SP330
chr11	8877417	8877518	-	ENSG00000202276.1	Y_RNA
chr11	8911139	8920084	+	ENSG00000166452.12	AKIP1
chr11	8920076	8933006	-	ENSG00000176029.14	C11orf16
chr11	8937578	8943016	-	ENSG00000176009.4	ASCL3
chr11	8943380	8943467	-	ENSG00000223080.1	Y_RNA
chr11	8947202	8965011	-	ENSG00000175348.11	TMEM9B
chr11	8964502	8977527	+	ENSG00000254860.7	TMEM9B-AS1
chr11	8965682	9005288	-	ENSG00000175352.12	NRIP3
chr11	9004093	9067776	+	ENSG00000253973.3	NRIP3-DT
chr11	9019476	9138114	-	ENSG00000175356.14	SCUBE2
chr11	9089283	9090456	+	ENSG00000286935.1	ENSG00000286935
chr11	9090312	9090379	-	ENSG00000264984.1	MIR5691
chr11	9094377	9095890	+	ENSG00000213538.5	KRT8P41
chr11	9138825	9265959	-	ENSG00000184014.9	DENND5A
chr11	9242448	9245509	-	ENSG00000255097.1	ENSG00000255097
chr11	9279532	9279816	-	ENSG00000273725.1	Metazoa_SRP
chr11	9280654	9314636	-	ENSG00000166471.11	TMEM41B
chr11	9311284	9311689	-	ENSG00000254884.1	PRR13P2
chr11	9384652	9448127	+	ENSG00000205339.10	IPO7
chr11	9428773	9428954	+	ENSG00000201998.1	SNORA23
chr11	9430356	9433486	-	ENSG00000254397.1	ENSG00000254397
chr11	9459556	9460702	-	ENSG00000268403.2	ENSG00000268403
chr11	9460319	9528524	+	ENSG00000166478.10	ZNF143
chr11	9573670	9593457	+	ENSG00000166483.12	WEE1
chr11	9578028	9578131	+	ENSG00000238387.1	ENSG00000238387
chr11	9606142	9606609	+	ENSG00000243964.1	RPL23AP65
chr11	9613503	9614048	-	ENSG00000289518.1	ENSG00000289518
chr11	9631008	9631359	-	ENSG00000255463.1	ENSG00000255463
chr11	9660438	9660920	+	ENSG00000239470.3	ENSG00000239470
chr11	9664077	9752993	+	ENSG00000133789.15	SWAP70
chr11	9680924	9681238	+	ENSG00000201564.1	RN7SKP50
chr11	9754770	9759533	-	ENSG00000245522.2	LINC02709
chr11	9758268	9811335	+	ENSG00000246273.8	SBF2-AS1
chr11	9776776	10304877	-	ENSG00000133812.18	SBF2
chr11	9839143	9929263	+	ENSG00000255476.1	ENSG00000255476
chr11	9843815	9843876	-	ENSG00000252568.1	RNU7-28P
chr11	9958744	9959790	-	ENSG00000254765.1	ENSG00000254765
chr11	9982753	10000290	+	ENSG00000286561.1	ENSG00000286561
chr11	10149192	10165109	+	ENSG00000254865.1	ENSG00000254865
chr11	10272052	10272259	-	ENSG00000254719.1	ENSG00000254719
chr11	10302657	10303704	-	ENSG00000254554.1	ADM-DT
chr11	10305073	10307397	+	ENSG00000148926.10	ADM
chr11	10308313	10507579	+	ENSG00000133805.16	AMPD3
chr11	10399192	10399317	-	ENSG00000221574.1	RNU6ATAC33P
chr11	10507894	10509186	-	ENSG00000255823.5	MTRNR2L8
chr11	10508270	10508326	-	ENSG00000283813.1	MIR4485
chr11	10511673	10541230	-	ENSG00000110315.7	RNF141
chr11	10541258	10599939	+	ENSG00000177112.9	IRAG1-AS1
chr11	10556966	10611689	-	ENSG00000133800.9	LYVE1
chr11	10573091	10693988	-	ENSG00000072952.20	IRAG1
chr11	10725903	10726004	+	ENSG00000206858.1	Y_RNA
chr11	10751246	10801625	+	ENSG00000198730.9	CTR9
chr11	10797050	10808940	-	ENSG00000110321.19	EIF4G2
chr11	10801467	10801608	-	ENSG00000238622.1	SNORD97
chr11	10809199	10822931	+	ENSG00000246308.3	ENSG00000246308
chr11	10812074	10858796	-	ENSG00000236287.8	ZBED5
chr11	10858179	10908972	+	ENSG00000247271.8	ZBED5-AS1
chr11	10884158	10899364	-	ENSG00000250041.3	ENSG00000250041
chr11	11020883	11183611	+	ENSG00000254401.2	LINC02752
chr11	11135482	11137658	+	ENSG00000254957.1	ENSG00000254957
chr11	11182107	11182413	-	ENSG00000270897.1	ENSG00000270897
chr11	11239759	11240280	+	ENSG00000255123.1	MTND5P21
chr11	11243188	11243715	-	ENSG00000255260.1	ENSG00000255260
chr11	11270877	11622005	-	ENSG00000110328.6	GALNT18
chr11	11351942	11353250	-	ENSG00000254598.3	CSNK2A3
chr11	11352426	11353307	+	ENSG00000255351.1	ENSG00000255351
chr11	11570084	11573782	+	ENSG00000255462.1	ENSG00000255462
chr11	11656651	11656722	-	ENSG00000266645.1	MIR4299
chr11	11725332	11726702	-	ENSG00000280288.1	ENSG00000280288
chr11	11759101	11759433	-	ENSG00000255309.1	ENSG00000255309
chr11	11781971	11811530	-	ENSG00000286959.1	ENSG00000286959
chr11	11783135	11783222	-	ENSG00000278529.1	MIR8070
chr11	11841423	11961887	+	ENSG00000170242.19	USP47
chr11	11856490	11856859	-	ENSG00000255492.1	H3P33
chr11	11956207	12009769	-	ENSG00000050165.19	DKK3
chr11	12030875	12061785	+	ENSG00000254486.1	LINC02547
chr11	12066929	12073014	+	ENSG00000254991.1	ENSG00000254991
chr11	12086891	12089441	+	ENSG00000255400.1	ENSG00000255400
chr11	12094008	12359144	+	ENSG00000133816.18	MICAL2
chr11	12163683	12163767	+	ENSG00000275373.1	MIR6124
chr11	12261426	12263173	-	ENSG00000254680.1	ENSG00000254680
chr11	12303533	12308216	+	ENSG00000254983.1	ENSG00000254983
chr11	12377563	12535356	+	ENSG00000197702.14	PARVA
chr11	12538083	12540967	-	ENSG00000254847.1	ENSG00000254847
chr11	12619326	12668495	+	ENSG00000286521.1	ENSG00000286521
chr11	12674421	12944737	+	ENSG00000187079.20	TEAD1
chr11	12822435	12823667	-	ENSG00000254688.1	ENSG00000254688
chr11	12848795	12849433	+	ENSG00000255067.1	ENSG00000255067
chr11	12904817	12904988	-	ENSG00000252329.1	ENSG00000252329
chr11	12921186	12922925	-	ENSG00000203258.3	ENSG00000203258
chr11	12961541	12989597	-	ENSG00000251381.8	LINC00958
chr11	13001090	13009159	-	ENSG00000254670.1	RASSF10-DT
chr11	13009316	13012119	+	ENSG00000189431.8	RASSF10
chr11	13054615	13134839	-	ENSG00000255558.1	ENSG00000255558
chr11	13152200	13152348	+	ENSG00000255018.1	ENSG00000255018
chr11	13276652	13387266	+	ENSG00000133794.20	ARNTL
chr11	13353208	13353523	+	ENSG00000222162.1	RN7SKP151
chr11	13388008	13463297	-	ENSG00000148925.11	BTBD10
chr11	13463377	13464717	+	ENSG00000287548.1	ENSG00000287548
chr11	13478333	13479037	+	ENSG00000254583.1	ENSG00000254583
chr11	13488612	13489390	+	ENSG00000255401.1	ENSG00000255401
chr11	13492054	13496181	-	ENSG00000152266.7	PTH
chr11	13610363	13610771	-	ENSG00000228901.3	HMGN2P36
chr11	13668668	13732346	+	ENSG00000197601.13	FAR1
chr11	13669327	13670149	+	ENSG00000254791.1	FAR1-IT1
chr11	13685499	13685656	-	ENSG00000240454.1	RPL39P26
chr11	13686550	13686658	-	ENSG00000200685.1	Y_RNA
chr11	13756027	13757560	+	ENSG00000255075.1	CENPUP1
chr11	13758111	13758345	-	ENSG00000255088.1	ENSG00000255088
chr11	13784017	13848002	+	ENSG00000255411.3	LINC02548
chr11	13826843	13879499	-	ENSG00000254927.1	ENSG00000254927
chr11	13844862	13870616	-	ENSG00000254930.1	LINC02545
chr11	13907484	13907590	-	ENSG00000201856.1	RNA5SP331
chr11	13921450	13924863	-	ENSG00000254438.1	LINC02683
chr11	13962723	14268133	+	ENSG00000262655.4	SPON1
chr11	14134986	14135100	+	ENSG00000212365.1	RNA5SP332
chr11	14262846	14273691	-	ENSG00000254418.1	SPON1-AS1
chr11	14277922	14364506	-	ENSG00000133818.14	RRAS2
chr11	14440787	14441677	+	ENSG00000255074.1	ENSG00000255074
chr11	14443440	14500027	-	ENSG00000129083.13	COPB1
chr11	14478892	14478953	+	ENSG00000251991.1	RNU7-49P
chr11	14493783	14520344	-	ENSG00000256206.2	ENSG00000256206
chr11	14504874	14643635	-	ENSG00000129084.18	PSMA1
chr11	14643804	14872044	+	ENSG00000152270.9	PDE3B
chr11	14673606	14674555	-	ENSG00000255040.1	MORF4L1P3
chr11	14877440	14892231	-	ENSG00000186104.11	CYP2R1
chr11	14904997	15082342	+	ENSG00000175868.14	CALCB
chr11	14907518	14907986	+	ENSG00000253179.1	CALCP
chr11	14966668	14972351	-	ENSG00000110680.13	CALCA
chr11	14987671	14988694	-	ENSG00000250640.2	OR7E41P
chr11	15112424	15247208	+	ENSG00000188487.12	INSC
chr11	15481808	15481893	-	ENSG00000253072.1	ENSG00000253072
chr11	15552855	15604169	+	ENSG00000254946.2	LINC02751
chr11	15571813	15622447	-	ENSG00000254789.4	ENSG00000254789
chr11	15605484	15705376	+	ENSG00000254695.2	ENSG00000254695
chr11	15701265	15758898	-	ENSG00000254645.2	ENSG00000254645
chr11	15864452	15883653	+	ENSG00000286960.1	ENSG00000286960
chr11	15890568	15895692	+	ENSG00000289116.1	ENSG00000289116
chr11	15910528	15930951	+	ENSG00000254661.3	LINC02682
chr11	15966449	16739591	-	ENSG00000110693.19	SOX6
chr11	15969533	15969621	-	ENSG00000284094.1	MIR6073
chr11	16023190	16031515	+	ENSG00000254878.1	ENSG00000254878
chr11	16484084	16484671	-	ENSG00000213785.3	AKR1B1P3
chr11	16576851	16577135	+	ENSG00000241943.2	RN7SL188P
chr11	16613132	16758340	+	ENSG00000110696.10	C11orf58
chr11	16777297	17014414	-	ENSG00000166689.17	PLEKHA7
chr11	16842253	16842587	+	ENSG00000199883.1	RN7SKP90
chr11	16974693	16975013	-	ENSG00000244398.1	ENSG00000244398
chr11	17013998	17053024	+	ENSG00000184669.10	OR7E14P
chr11	17074388	17077715	-	ENSG00000110700.7	RPS13
chr11	17074654	17074744	-	ENSG00000272034.1	SNORD14A
chr11	17075779	17075868	-	ENSG00000201403.1	SNORD14B
chr11	17077730	17207986	-	ENSG00000011405.14	PIK3C2A
chr11	17115652	17115763	-	ENSG00000201586.1	RNU6-593P
chr11	17137976	17138265	-	ENSG00000240808.1	ENSG00000240808
chr11	17193489	17194308	+	ENSG00000213779.4	ENSG00000213779
chr11	17208153	17349980	+	ENSG00000070081.18	NUCB2
chr11	17228279	17229151	+	ENSG00000197149.5	ENSG00000197149
chr11	17349053	17351703	-	ENSG00000285545.1	ENSG00000285545
chr11	17351800	17377341	+	ENSG00000188211.9	NCR3LG1
chr11	17365172	17389331	-	ENSG00000187486.7	KCNJ11
chr11	17380649	17383531	+	ENSG00000260196.1	ENSG00000260196
chr11	17392498	17476894	-	ENSG00000006071.16	ABCC8
chr11	17435672	17436181	-	ENSG00000255035.2	SDHCP4
chr11	17476595	17492367	+	ENSG00000287898.1	ENSG00000287898
chr11	17493895	17544416	-	ENSG00000006611.17	USH1C
chr11	17547259	17647150	+	ENSG00000188162.12	OTOG
chr11	17695010	17697556	+	ENSG00000254586.2	ENSG00000254586
chr11	17695266	17696994	-	ENSG00000255335.2	LINC02729
chr11	17719571	17722136	+	ENSG00000129152.4	MYOD1
chr11	17734774	17856804	+	ENSG00000129159.9	KCNC1
chr11	17788048	18013047	-	ENSG00000129158.11	SERGEF
chr11	18000542	18022931	-	ENSG00000255448.1	ENSG00000255448
chr11	18017555	18046269	-	ENSG00000129167.10	TPH1
chr11	18069935	18106087	-	ENSG00000166788.10	SAAL1
chr11	18106583	18106841	+	ENSG00000255254.1	HIGD1AP5
chr11	18112472	18116132	-	ENSG00000166787.3	SAA3P
chr11	18120955	18138488	+	ENSG00000179826.8	MRGPRX3
chr11	18140186	18189495	-	ENSG00000255470.1	ENSG00000255470
chr11	18142341	18145142	+	ENSG00000285562.1	ENSG00000285562
chr11	18153277	18154255	+	ENSG00000254857.1	MRGPRX12P
chr11	18172837	18174280	+	ENSG00000179817.5	MRGPRX4
chr11	18189000	18189621	+	ENSG00000255138.1	GLTPP1
chr11	18196657	18197337	+	ENSG00000254546.1	MRGPRX13P
chr11	18209138	18214562	+	ENSG00000189332.5	SLC25A51P4
chr11	18231355	18236802	-	ENSG00000148965.10	SAA4
chr11	18231423	18248635	-	ENSG00000255071.3	SAA2-SAA4
chr11	18239223	18248668	-	ENSG00000134339.9	SAA2
chr11	18248389	18248506	-	ENSG00000200336.1	RNA5SP333
chr11	18261982	18263091	+	ENSG00000212789.4	ST13P5
chr11	18266260	18269977	+	ENSG00000173432.13	SAA1
chr11	18266393	18266510	+	ENSG00000201695.1	RNA5SP334
chr11	18278668	18322198	-	ENSG00000110756.18	HPS5
chr11	18322295	18367045	+	ENSG00000110768.12	GTF2H1
chr11	18387787	18387860	+	ENSG00000264603.1	MIR3159
chr11	18394560	18408425	+	ENSG00000134333.14	LDHA
chr11	18405609	18406731	+	ENSG00000256006.1	ENSG00000256006
chr11	18412318	18452063	+	ENSG00000166796.12	LDHC
chr11	18450112	18450868	-	ENSG00000256734.1	ENSG00000256734
chr11	18455824	18479601	+	ENSG00000166800.11	LDHAL6A
chr11	18468336	18526951	-	ENSG00000074319.13	TSG101
chr11	18490243	18490955	-	ENSG00000256464.1	YWHABP2
chr11	18507608	18508820	-	ENSG00000256588.1	ENSG00000256588
chr11	18511043	18511475	-	ENSG00000256361.1	ENSG00000256361
chr11	18526970	18527978	+	ENSG00000289499.1	ENSG00000289499
chr11	18529609	18588747	-	ENSG00000151116.17	UEVLD
chr11	18538885	18539189	+	ENSG00000274589.1	Metazoa_SRP
chr11	18588781	18610255	+	ENSG00000247595.5	SPTY2D1OS
chr11	18590093	18599683	-	ENSG00000256282.2	ENSG00000256282
chr11	18601882	18602649	+	ENSG00000279837.1	ENSG00000279837
chr11	18606403	18634791	-	ENSG00000179119.15	SPTY2D1
chr11	18665050	18665548	+	ENSG00000257043.1	SRSF3P1
chr11	18693122	18704785	+	ENSG00000151117.9	TMEM86A
chr11	18704312	18726230	-	ENSG00000179057.14	IGSF22
chr11	18706537	18740568	+	ENSG00000254966.1	IGSF22-AS1
chr11	18727928	18792721	-	ENSG00000110786.18	PTPN5
chr11	18761664	18764965	+	ENSG00000286998.1	ENSG00000286998
chr11	18836304	18837081	+	ENSG00000276789.1	MRGPRX8P
chr11	18863558	18864509	-	ENSG00000254529.1	MRGPRX7P
chr11	18870989	18873462	-	ENSG00000255511.1	ENSG00000255511
chr11	18886933	18887920	-	ENSG00000254541.1	MRGPRX6P
chr11	18910436	18911396	-	ENSG00000255536.1	MRGPRX5P
chr11	18933499	18939414	-	ENSG00000170255.8	MRGPRX1
chr11	18934985	18939721	+	ENSG00000255244.1	ENSG00000255244
chr11	18956055	18957015	-	ENSG00000254738.1	MRGPRX11P
chr11	18971746	18972703	-	ENSG00000254720.1	MRGPRX10P
chr11	19029697	19030438	-	ENSG00000255424.1	MRGPRX9P
chr11	19054455	19060717	-	ENSG00000183695.3	MRGPRX2
chr11	19117099	19176422	+	ENSG00000177054.14	ZDHHC13
chr11	19182030	19210571	-	ENSG00000129170.10	CSRP3
chr11	19196775	19281426	+	ENSG00000255308.1	CSRP3-AS1
chr11	19224063	19241620	-	ENSG00000129173.13	E2F8
chr11	19274540	19275269	-	ENSG00000254544.1	PCNAP4
chr11	19299883	19308358	+	ENSG00000255160.5	ENSG00000255160
chr11	19350724	20121601	+	ENSG00000166833.23	NAV2
chr11	19380484	19385014	+	ENSG00000255270.1	NAV2-IT1
chr11	19401872	19401981	-	ENSG00000200687.1	RNA5SP335
chr11	19502672	19507229	-	ENSG00000255043.1	NAV2-AS5
chr11	19510890	19519896	-	ENSG00000254622.1	NAV2-AS4
chr11	19575310	19575372	+	ENSG00000265210.1	MIR4486
chr11	19591156	19591291	-	ENSG00000207407.1	ENSG00000207407
chr11	19710934	19712619	-	ENSG00000270607.1	NAV2-AS6
chr11	19760004	19760083	-	ENSG00000264309.1	MIR4694
chr11	19978699	19981337	-	ENSG00000254542.1	NAV2-AS3
chr11	20043767	20049458	-	ENSG00000254453.2	NAV2-AS2
chr11	20119684	20120632	-	ENSG00000254894.1	NAV2-AS1
chr11	20131730	20135465	+	ENSG00000279266.1	ENSG00000279266
chr11	20156155	20160475	-	ENSG00000109851.7	DBX1
chr11	20363685	20383782	+	ENSG00000109854.14	HTATIP2
chr11	20387558	20509338	+	ENSG00000185238.13	PRMT3
chr11	20574186	20575042	+	ENSG00000255291.2	HMGB1P40
chr11	20596522	20596979	-	ENSG00000286382.1	ENSG00000286382
chr11	20599594	20659285	+	ENSG00000165970.12	SLC6A5
chr11	20669551	21575686	+	ENSG00000165973.19	NELL1
chr11	20670425	20671297	-	ENSG00000254906.1	ENSG00000254906
chr11	21000881	21000997	-	ENSG00000201059.1	RNA5SP336
chr11	21169748	21170137	+	ENSG00000254816.1	ENSG00000254816
chr11	21260061	21262570	-	ENSG00000255167.1	ENSG00000255167
chr11	21283779	21284955	+	ENSG00000225477.3	ENSG00000225477
chr11	21383801	21383909	-	ENSG00000252816.1	RNA5SP337
chr11	21782659	22283567	+	ENSG00000171714.13	ANO5
chr11	22010402	22170001	-	ENSG00000287962.1	ENSG00000287962
chr11	22113448	22117001	+	ENSG00000254820.1	ENSG00000254820
chr11	22261209	22262256	-	ENSG00000255372.1	ENSG00000255372
chr11	22283730	22338245	-	ENSG00000254768.6	SLC17A6-DT
chr11	22338381	22379503	+	ENSG00000091664.9	SLC17A6
chr11	22361213	22362294	-	ENSG00000254540.1	ENSG00000254540
chr11	22445673	22492073	-	ENSG00000255323.6	LINC01495
chr11	22492087	22510396	+	ENSG00000255357.2	ENSG00000255357
chr11	22622533	22625823	-	ENSG00000183161.6	FANCF
chr11	22625509	22813001	+	ENSG00000148935.12	GAS2
chr11	22688351	22688435	+	ENSG00000222427.1	RNA5SP338
chr11	22813799	22830299	-	ENSG00000198168.9	SVIP
chr11	22829380	22945393	+	ENSG00000246225.7	ENSG00000246225
chr11	22846922	22860474	-	ENSG00000255359.3	CCDC179
chr11	23154683	23203161	+	ENSG00000255418.6	LINC02718
chr11	23370116	23377644	-	ENSG00000271491.1	ENSG00000271491
chr11	23403805	23406103	+	ENSG00000255293.1	WIZP1
chr11	23419105	23419190	-	ENSG00000275868.1	MIR8054
chr11	23431677	23431799	+	ENSG00000254564.1	ENSG00000254564
chr11	23478068	23480430	+	ENSG00000254465.1	THAP12P4
chr11	23520322	23521202	+	ENSG00000240881.1	ENSG00000240881
chr11	23730588	23796970	+	ENSG00000255193.1	LINC02726
chr11	23761330	23808255	-	ENSG00000254861.2	ENSG00000254861
chr11	23849778	23849882	+	ENSG00000252519.1	RNU6-783P
chr11	23886135	23893557	+	ENSG00000277803.1	ENSG00000277803
chr11	24235477	24262218	-	ENSG00000254594.5	LINC02686
chr11	24455911	24456010	+	ENSG00000207252.1	Y_RNA
chr11	24496970	25082638	+	ENSG00000187398.12	LUZP2
chr11	24701275	24701575	+	ENSG00000255489.1	ENSG00000255489
chr11	25140533	25141023	-	ENSG00000255368.1	ENSG00000255368
chr11	25588475	25588795	-	ENSG00000240298.3	RPL36AP40
chr11	25630720	25631041	+	ENSG00000255454.1	ENSG00000255454
chr11	25734757	25782017	+	ENSG00000254456.6	LINC02699
chr11	25924188	25926808	+	ENSG00000254754.1	ENSG00000254754
chr11	26045987	26047598	+	ENSG00000255086.1	ENSG00000255086
chr11	26188842	26663289	+	ENSG00000134343.14	ANO3
chr11	26244640	26269415	-	ENSG00000287227.1	ENSG00000287227
chr11	26285578	26331289	-	ENSG00000254819.2	ANO3-AS1
chr11	26427051	26427412	+	ENSG00000255505.1	ENSG00000255505
chr11	26559032	26572263	-	ENSG00000169550.14	MUC15
chr11	26667020	26723427	-	ENSG00000148942.15	SLC5A12
chr11	26994112	26997087	+	ENSG00000176971.4	FIBIN
chr11	27040725	27127809	+	ENSG00000129151.9	BBOX1
chr11	27047186	27220113	-	ENSG00000254560.6	BBOX1-AS1
chr11	27330827	27363234	-	ENSG00000109881.17	CCDC34
chr11	27365961	27472790	-	ENSG00000205213.14	LGR4
chr11	27471729	27482433	+	ENSG00000254862.5	LGR4-AS1
chr11	27483850	27484128	+	ENSG00000242527.1	ENSG00000242527
chr11	27494418	27506769	-	ENSG00000148943.12	LIN7C
chr11	27506830	27698231	+	ENSG00000245573.9	BDNF-AS
chr11	27514970	27515047	-	ENSG00000278483.1	MIR8087
chr11	27521605	27521726	-	ENSG00000212289.1	RNA5SP339
chr11	27581680	27582055	+	ENSG00000240036.4	ENSG00000240036
chr11	27617626	27634627	-	ENSG00000254934.5	LINC00678
chr11	27654893	27722058	-	ENSG00000176697.20	BDNF
chr11	27696312	27877648	-	ENSG00000255496.1	ENSG00000255496
chr11	27806443	27806996	+	ENSG00000177447.6	CBX3P1
chr11	27888838	27891033	-	ENSG00000224411.3	HSP90AA2P
chr11	27978669	28019575	-	ENSG00000255094.1	ENSG00000255094
chr11	28020619	28108156	-	ENSG00000121621.7	KIF18A
chr11	28056815	28056910	+	ENSG00000207874.1	MIR610
chr11	28108248	28527041	+	ENSG00000169519.21	METTL15
chr11	28144907	28145204	-	ENSG00000271332.1	ATP5MGP8
chr11	28261194	28261519	-	ENSG00000222385.1	RN7SKP158
chr11	28287235	28287625	-	ENSG00000238149.1	ENSG00000238149
chr11	28477481	28477548	-	ENSG00000273912.1	MIR8068
chr11	28516832	28519341	+	ENSG00000254606.1	ENSG00000254606
chr11	28679183	28683469	+	ENSG00000248990.1	LINC02758
chr11	28702607	29064322	+	ENSG00000249867.6	LINC02742
chr11	28986635	28987498	+	ENSG00000272882.1	OR2BH1P
chr11	29159956	29266734	+	ENSG00000254526.1	ENSG00000254526
chr11	29275655	29276565	+	ENSG00000255450.1	ENSG00000255450
chr11	29335878	29989328	-	ENSG00000254530.2	LINC02755
chr11	29391525	29393844	+	ENSG00000255281.1	ENSG00000255281
chr11	29445487	29457393	+	ENSG00000255227.1	ENSG00000255227
chr11	29482807	29552861	+	ENSG00000255029.2	ENSG00000255029
chr11	29594326	29631515	+	ENSG00000255117.6	LINC02546
chr11	29668886	29669628	-	ENSG00000255047.1	HNRNPRP2
chr11	29713909	29881714	+	ENSG00000254734.1	ENSG00000254734
chr11	29721399	29721684	-	ENSG00000243505.3	RN7SL240P
chr11	29725764	29726565	+	ENSG00000240554.1	RPL7AP58
chr11	29980113	29982392	-	ENSG00000261340.1	LINC01616
chr11	30009730	30017030	-	ENSG00000182255.7	KCNA4
chr11	30044053	30322988	-	ENSG00000254532.2	ARL14EP-DT
chr11	30167163	30167306	+	ENSG00000255288.1	ENSG00000255288
chr11	30231014	30235261	+	ENSG00000131808.11	FSHB
chr11	30323104	30338223	+	ENSG00000152219.5	ARL14EP
chr11	30368148	30368646	+	ENSG00000242353.1	RPL12P30
chr11	30384493	30586872	-	ENSG00000066382.17	MPPED2
chr11	30425552	30429268	+	ENSG00000255480.1	ENSG00000255480
chr11	30584118	30632583	+	ENSG00000254489.3	MPPED2-AS1
chr11	30773913	30850559	+	ENSG00000287373.1	ENSG00000287373
chr11	30830369	31369810	-	ENSG00000170959.15	DCDC1
chr11	31280672	31280987	-	ENSG00000255370.1	CYCSP25
chr11	31305685	31314548	+	ENSG00000255525.1	ENSG00000255525
chr11	31369840	31432835	+	ENSG00000170946.15	DNAJC24
chr11	31432401	31509645	-	ENSG00000148950.11	IMMP1L
chr11	31509755	31790324	+	ENSG00000109911.19	ELP4
chr11	31618124	31767953	-	ENSG00000228061.7	ENSG00000228061
chr11	31784779	31817961	-	ENSG00000007372.25	PAX6
chr11	31812307	32002405	+	ENSG00000281880.2	PAUPAR
chr11	31812391	32104665	+	ENSG00000285283.1	ENSG00000285283
chr11	32035979	32041318	-	ENSG00000254584.2	ENSG00000254584
chr11	32052843	32053260	-	ENSG00000254836.1	ENSG00000254836
chr11	32064912	32072173	+	ENSG00000254627.1	ENSG00000254627
chr11	32081764	32081973	+	ENSG00000212551.2	U3
chr11	32085111	32085712	+	ENSG00000255490.1	EIF4A2P5
chr11	32091074	32105722	+	ENSG00000049449.10	RCN1
chr11	32097143	32105091	-	ENSG00000255252.3	ENSG00000255252
chr11	32112049	32343409	-	ENSG00000227160.3	THEM7P
chr11	32132657	32143723	+	ENSG00000255375.3	ENSG00000255375
chr11	32387775	32435564	-	ENSG00000184937.16	WT1
chr11	32435518	32500632	+	ENSG00000183242.13	WT1-AS
chr11	32435738	32435846	+	ENSG00000278822.1	ENSG00000278822
chr11	32436311	32436447	+	ENSG00000273677.1	ENSG00000273677
chr11	32436797	32437030	+	ENSG00000278045.1	ENSG00000278045
chr11	32439086	32439206	+	ENSG00000276530.1	ENSG00000276530
chr11	32439716	32440009	+	ENSG00000273908.1	ENSG00000273908
chr11	32440109	32440383	+	ENSG00000277119.1	ENSG00000277119
chr11	32583798	32606264	+	ENSG00000149100.13	EIF3M
chr11	32591793	32592771	-	ENSG00000270903.1	HNRNPA3P9
chr11	32602721	32794662	-	ENSG00000186714.13	CCDC73
chr11	32758268	32758614	+	ENSG00000244535.1	ENSG00000244535
chr11	32829927	32858120	+	ENSG00000135378.4	PRRG4
chr11	32892811	32993316	+	ENSG00000060749.16	QSER1
chr11	33004250	33004345	-	ENSG00000200615.1	Y_RNA
chr11	33015876	33033582	+	ENSG00000121690.11	DEPDC7
chr11	33039417	33105943	+	ENSG00000176148.16	TCP11L1
chr11	33075566	33076460	-	ENSG00000213713.3	PIGCP1
chr11	33076149	33079454	+	ENSG00000280798.1	LINC00294
